selenographic crater coordinates: ID, X, Y, Z, a_dia_metres, b_dia_metres, angle(degree)
04-1-087321, 297705.42573021, -1228877.41854110, 1191549.63375033, 1.45, 1.33, 1.51
04-1-087326, 300854.52106409, -1219529.58618034, 1200330.33186124, 1.19, 1.01, 2.30
04-1-087328, 301814.22732126, -1220853.87380409, 1198742.15367777, 1.22, 1.12, 1.63
04-1-087329, 300446.01561253, -1221540.29272145, 1198386.52569217, 1.11, 1.03, 2.41
04-1-087330, 300772.70353715, -1228042.50198851, 1191640.11098853, 2.24, 2.09, 2.40
04-1-087331, 301721.32928491, -1226817.72941085, 1192661.41811402, 1.07, 1.01, 0.93
04-1-087332, 303482.64827613, -1226775.56316007, 1192257.84116885, 1.36, 1.30, 1.36
04-1-087333, 302744.21516320, -1231532.93353577, 1187531.61381161, 1.16, 1.01, 1.50
04-1-087337, 308371.53015221, -1226681.72944890, 1191099.36362498, 1.86, 1.68, 1.33
04-1-087346, 305748.90447208, -1205211.61336694, 1213483.14138251, 1.16, 1.09, 1.49
04-1-087348, 306695.88940261, -1206558.70607706, 1211904.48477311, 1.10, 0.91, 1.56
04-1-087353, 310651.94226469, -1213161.28360641, 1204281.45826697, 1.21, 1.10, 1.58
04-1-087355, 312058.83282929, -1211788.32650316, 1205299.58790497, 2.39, 1.93, 1.70
04-1-087359, 328834.18833500, -1218967.44574569, 1193543.12984252, 2.19, 1.74, 1.15
04-1-087360, 327147.89361810, -1207518.73884302, 1205583.47327931, 1.11, 1.04, 1.88
04-1-087368, 348661.82788976, -1214168.56005207, 1192806.94060425, 1.41, 1.29, 1.51
04-1-087369, 356852.98610549, -1214203.53644156, 1190346.36908776, 1.58, 1.39, 1.45
04-1-087370, 356813.50933510, -1219653.87792723, 1184773.09963260, 1.60, 1.42, 1.38
04-1-087374, 367228.82884146, -1200551.81294987, 1200990.04645772, 1.29, 1.23, 2.01
04-1-087380, 366581.60412646, -1206335.04212272, 1195379.62742505, 1.12, 0.94, 1.49
04-1-087383, 372374.79224700, -1211626.99015089, 1188215.38907594, 1.20, 1.10, 1.50
04-1-087384, 365611.87152599, -1213030.55297196, 1188883.34034749, 1.25, 1.16, 1.44
04-1-087385, 366200.21237071, -1215673.63927813, 1185999.05869436, 1.36, 1.19, 1.37
04-1-087386, 366093.93317699, -1217243.72984123, 1184420.40435532, 1.38, 0.99, 1.33
04-1-087387, 379177.58860498, -1205164.20154864, 1192628.34261364, 1.10, 0.95, 1.35
04-1-087388, 390194.30480279, -1211244.32566319, 1182875.45753904, 1.31, 1.21, 1.30
04-1-087390, 403895.11419330, -1196832.34850515, 1192903.94680479, 1.15, 0.97, 1.67
04-1-087394, 376512.19993751, -1187995.85936667, 1210563.15879258, 1.36, 1.16, 1.96
04-1-087396, 378687.51486735, -1192402.21635282, 1205541.98621220, 1.44, 1.23, 1.77
04-1-087398, 372199.82981132, -1195216.48823444, 1204775.32882316, 1.09, 0.96, 1.77
04-1-087399, 372089.67777514, -1189813.41509768, 1210145.47429092, 1.23, 1.18, 1.88
04-1-087400, 370314.29943586, -1190112.77230760, 1210395.66622805, 1.69, 1.41, 1.05
04-1-087401, 372191.78745532, -1191161.56483857, 1208787.06139755, 1.98, 1.67, 0.84
04-1-087402, 370398.04573135, -1191187.99399130, 1209311.87486495, 1.08, 1.06, 2.25
04-1-087406, 369725.37278765, -1187416.46273210, 1213220.52931436, 1.47, 1.24, 1.81
04-1-087408, 366956.78549698, -1187279.49665841, 1214194.74319085, 1.35, 1.03, 1.84
04-1-087414, 424488.35901544, -1196262.51549033, 1186307.03744567, 1.18, 0.96, 1.67
04-1-087423, 439915.21636818, -1187716.14532380, 1189270.24706116, 1.15, 1.02, 1.52
04-1-087426, 441976.90476410, -1178170.06844503, 1197969.30907072, 1.06, 0.93, 1.84
04-1-087429, 446348.70915593, -1173663.52811064, 1200768.71737138, 1.25, 1.16, 1.97
04-1-087431, 449859.99978721, -1168875.50298591, 1204124.07961592, 1.13, 1.02, 1.81
04-1-087433, 457472.79387646, -1182494.94824984, 1187848.09644435, 1.39, 1.24, 2.57
04-1-087437, 465325.82780323, -1176478.54227648, 1190768.18631598, 1.51, 1.42, 1.78
04-1-087441, 466316.97686326, -1161170.97061898, 1205317.05956603, 2.09, 1.97, 1.27
04-1-087445, 473141.69427463, -1170008.38028703, 1194058.66153931, 1.33, 1.18, 1.19
04-1-087450, 489818.31713201, -1161371.45162468, 1195764.66227813, 1.35, 1.24, 2.31
04-1-087451, 494236.67054791, -1167406.47517578, 1188045.03079782, 3.28, 3.09, 1.33
04-1-087453, 504845.52102504, -1168251.11607252, 1182742.19071456, 1.57, 1.47, 2.16
04-1-087456, 512018.79591457, -1141370.70498963, 1205681.72683411, 1.13, 1.03, 1.98
04-1-087458, 520946.91172189, -1150021.29163502, 1193576.18271878, 1.24, 1.05, 2.04
04-1-087471, 530149.61818742, -1141327.08485025, 1197861.68973006, 1.09, 1.03, 2.30
04-1-087472, 525986.05361227, -1142105.17472962, 1198955.04555476, 1.05, 0.98, 2.04
04-1-087478, 563133.38890746, -1138513.21517749, 1185422.79595248, 2.51, 2.31, 1.53
04-1-087479, 560189.97705255, -1132114.85509833, 1192921.58353998, 1.38, 1.26, 1.49
04-1-087483, 551878.91318976, -1133426.72443277, 1195546.85626206, 1.25, 1.10, 1.56
04-1-087488, 570118.53413220, -1118920.62447106, 1200641.60063369, 1.16, 1.02, 1.51
04-1-087490, 566679.96109002, -1123491.74893494, 1197997.85967009, 1.12, 1.06, 0.70
04-1-087496, 577116.02280201, -1128463.44591799, 1188303.87841330, 1.19, 1.03, 1.99
04-1-087497, 579148.74345377, -1128984.87910489, 1186818.70380798, 1.11, 0.99, 1.45
04-1-087498, 579743.58013338, -1129950.19393882, 1185608.99984428, 1.20, 1.12, 1.94
04-1-087501, 573020.06894216, -1131931.36606050, 1186987.00208467, 1.45, 0.94, 2.27
04-1-087505, 579649.44575529, -1115349.17865683, 1199400.47094584, 1.22, 1.10, 1.48
04-1-087509, 578590.33358646, -1119415.83522986, 1196118.79582128, 1.07, 1.00, 1.11
04-1-087510, 580322.23395759, -1119172.58579018, 1195507.25133317, 1.20, 1.03, 1.65
04-1-087511, 582308.10569995, -1121086.48384531, 1192745.20572312, 1.25, 1.09, 1.93
04-1-087516, 585775.56410581, -1115927.31950443, 1195881.25082726, 2.46, 2.20, 1.36
04-1-087521, 611130.17909343, -1116067.12787586, 1182993.16577746, 1.66, 1.47, 1.80
04-1-087522, 607488.32835205, -1113796.09925129, 1187002.50219140, 1.19, 1.02, 2.00
04-1-087528, 585917.11472178, -1108428.65583258, 1202765.89975160, 1.18, 0.91, 1.88
04-1-087537, 587683.69009252, -1112334.44198675, 1198289.91882986, 2.12, 2.09, 0.55
04-1-087539, 588305.00516499, -1114546.33410991, 1195927.44345967, 1.54, 1.42, 1.00
04-1-087544, 587942.27548037, -1117589.12771752, 1193263.24937565, 1.23, 1.15, 2.09
04-1-087550, 585000.83440113, -1111950.79383770, 1199957.58918125, 1.42, 1.29, 1.57
04-1-087551, 584424.49708865, -1110949.42138518, 1201165.33013845, 1.54, 1.36, 1.15
04-1-087564, 623727.75787776, -1109336.55468204, 1182748.85436384, 1.27, 1.16, 1.49
04-1-087566, 616107.98997142, -1094800.12186260, 1200159.32186648, 1.74, 1.69, 1.29
04-1-087573, 685505.93554475, -1070289.98776945, 1184533.54296676, 1.18, 1.08, 1.24
04-1-087575, 668846.04604443, -1056457.87868159, 1206275.45662769, 1.16, 1.11, 3.10
04-1-087576, 663001.31910145, -1054010.95944251, 1211630.68145571, 1.05, 1.02, 2.42
04-1-087577, 660722.63397941, -1054140.21126607, 1212762.45651786, 1.55, 1.41, 0.18
04-1-087579, 652855.12263834, -1057970.95025056, 1213687.11671122, 1.82, 1.68, 1.24
04-1-087580, 679619.81153785, -1059755.47958114, 1197327.85621275, 3.20, 3.12, 0.29
04-1-087586, 690331.54218591, -1061313.32624434, 1189796.26213877, 1.97, 1.95, 1.81
04-1-087592, 710805.96782553, -1044898.96087591, 1192266.66382318, 1.80, 1.60, 1.84
04-1-087593, 719230.42680331, -1038429.55598940, 1192866.46797032, 1.47, 1.44, 1.13
04-1-087594, 718634.06529480, -1043705.74382564, 1188613.54548198, 1.27, 1.18, 1.68
04-1-087595, 721450.97881606, -1048501.92716920, 1182671.10977136, 1.12, 1.01, 1.91
04-1-087597, 741433.35189151, -1034440.23234136, 1182695.54426170, 1.10, 0.99, 1.96
04-1-087599, 708781.73385766, -1037012.20251433, 1200330.33186124, 1.10, 0.95, 1.68
04-1-087600, 694669.24271693, -1038154.81100742, 1207571.11244234, 2.22, 2.11, 0.36
04-1-087601, 690979.40537359, -1035218.57398499, 1212199.95274131, 1.40, 1.26, 1.31
04-1-087605, 695906.05403232, -1029125.22366050, 1214567.74120956, 1.25, 1.10, 1.53
04-1-087607, 709727.60937604, -1029500.54037752, 1206223.07963816, 2.73, 2.37, 1.29
04-1-087608, 709504.57366797, -1020577.21260528, 1213912.75347739, 1.18, 1.01, 1.59
04-1-087609, 715401.35237966, -1016856.49127496, 1213574.28333223, 1.23, 0.94, 1.63
04-1-087613, 735405.74644100, -1020490.89028120, 1198472.14859364, 1.26, 1.15, 2.01
04-1-087616, 773035.70119093, -1011527.72232236, 1182280.09864735, 1.65, 1.54, 1.33
04-1-087620, 812114.88488971, -971416.30996523, 1189696.82124233, 1.15, 1.13, 3.12
04-1-088852, 793833.50168099, -950694.80519767, 1218427.88829666, 1.17, 1.07, 1.95
04-1-088854, 780161.83684784, -966692.53302338, 1214665.30983767, 1.86, 1.70, 1.66
04-1-088857, 759073.93059597, -982445.80616686, 1215387.08477371, 1.46, 1.44, 2.55
04-1-088858, 760865.41451421, -989110.46539927, 1208843.69057119, 1.15, 1.09, 1.92
04-1-088859, 754474.32331885, -990783.66016013, 1211476.36964667, 1.34, 1.28, 0.18
04-1-088860, 755610.30236769, -993893.99061446, 1208216.27466951, 2.23, 2.11, 1.36
04-1-088861, 750691.57452145, -992340.16766658, 1212551.81810015, 2.12, 1.94, 1.24
04-1-088873, 741132.50635621, -979952.83253656, 1228402.95262822, 2.35, 2.12, 1.01
04-1-088877, 718567.64291277, -1009181.94527773, 1218101.43415244, 1.21, 1.18, 1.56
04-1-088883, 701428.88748301, -1012501.03941775, 1225315.43733943, 1.22, 1.13, 0.97
04-1-088885, 705620.59093709, -1018475.74544945, 1217934.93158575, 1.49, 1.35, 1.45
04-1-088886, 702010.57178884, -1015535.25667399, 1222468.01984706, 1.66, 1.58, 1.46
04-1-088887, 702450.36456569, -1018145.71420118, 1220041.61813247, 1.37, 1.27, 1.41
04-1-088888, 700128.64530942, -1017589.73297122, 1221838.68631205, 1.65, 1.56, 1.50
04-1-088891, 687664.07324138, -1018928.40408694, 1227787.35525249, 1.14, 1.03, 1.50
04-1-088894, 687768.08727168, -1037215.22942665, 1212319.42406945, 1.23, 1.08, 1.85
04-1-088897, 686709.37269064, -1040698.32287357, 1209932.22877439, 1.15, 0.98, 1.40
04-1-088898, 675270.48283169, -1027727.41532772, 1227332.43043605, 1.33, 1.17, 1.72
04-1-088899, 674309.38555380, -1029824.97798250, 1226102.00524973, 1.14, 1.04, 1.62
04-1-088900, 679167.12458861, -1035902.01961405, 1218276.56245927, 1.19, 1.01, 1.63
04-1-088901, 680819.36566552, -1039213.04836259, 1214528.71166051, 1.58, 1.34, 1.29
04-1-088902, 679309.72724878, -1040073.89698404, 1214637.12411470, 1.80, 1.70, 2.00
04-1-088907, 669736.75206701, -1038352.19320559, 1221407.45281657, 1.36, 1.18, 1.47
04-1-088912, 664040.07008882, -1035660.31022913, 1226791.45217618, 1.08, 0.97, 1.10
04-1-088913, 662313.93796660, -1037585.37816098, 1226097.70842365, 1.50, 1.36, 1.40
04-1-088926, 652707.59689398, -1044591.07315815, 1225300.38881704, 1.40, 1.20, 1.42
04-1-088932, 659500.06437221, -1046903.59781115, 1219676.71207706, 1.22, 1.11, 1.42
04-1-088933, 659600.92206520, -1049661.70729153, 1217249.22832449, 1.65, 1.29, 1.54
04-1-088937, 652809.64221695, -1051890.08108131, 1218985.47503706, 1.88, 1.65, 1.65
04-1-088939, 649267.99310921, -1046427.88787737, 1225560.48753068, 1.34, 1.22, 1.55
04-1-088941, 645962.60222444, -1050983.39600191, 1223407.11860596, 2.09, 1.90, 1.59
04-1-088942, 637065.62460387, -1052998.46790986, 1226336.15967546, 2.06, 1.90, 1.19
04-1-088944, 632543.45333831, -1075948.77873672, 1208628.05079719, 1.20, 1.09, 1.50
04-1-088949, 617776.19953059, -1067565.64505315, 1223607.33930285, 1.07, 0.97, 1.00
04-1-088950, 617477.32235541, -1069114.22792094, 1222405.53174215, 1.28, 1.20, 1.94
04-1-088951, 623131.22506187, -1075217.26511173, 1214155.70218920, 1.12, 1.05, 1.42
04-1-088952, 621827.95550702, -1077558.74292748, 1212747.25697093, 1.15, 1.14, 1.98
04-1-088953, 614942.21866356, -1076798.03000795, 1216926.79741887, 1.16, 1.05, 0.49
04-1-088955, 606478.50196365, -1077029.07566452, 1220963.12672790, 1.03, 0.99, 1.80
04-1-088962, 593739.09412280, -1095765.09365607, 1210508.78048659, 1.11, 1.06, 1.51
04-1-088963, 589781.24503588, -1097957.97856431, 1210456.57514464, 1.15, 1.09, 2.36
04-1-088965, 568906.70901919, -1109209.86575337, 1210188.98943444, 1.13, 1.00, 1.78
04-1-088966, 557560.84923493, -1109406.26119777, 1215278.73634636, 1.10, 0.93, 1.69
04-1-088967, 553899.17602161, -1104088.85207064, 1221778.32258390, 1.46, 1.31, 1.30
04-1-088968, 552362.71989731, -1102610.23061659, 1223807.52776214, 1.06, 0.94, 1.29
04-1-088969, 553952.21114835, -1106747.66841892, 1219346.26181948, 1.32, 1.27, 2.33
04-1-088970, 571308.80209526, -1087767.72062410, 1228383.65286125, 1.57, 1.45, 1.66
04-1-088971, 569181.77428262, -1089670.57411120, 1227684.36812588, 1.44, 1.26, 1.60
04-1-088975, 565077.20927450, -1096741.94294309, 1223275.77354739, 1.45, 1.25, 1.43
04-1-088977, 563023.08571385, -1099533.65985270, 1221715.79993228, 1.50, 1.23, 1.35
04-1-088978, 566570.45671521, -1100961.27127380, 1218786.67400521, 1.55, 1.31, 1.24
04-1-088983, 570139.66835916, -1104483.47387762, 1213925.76976293, 1.05, 0.99, 1.56
04-1-088984, 573249.79926998, -1099140.93213459, 1217305.48300056, 1.15, 1.05, 1.93
04-1-088986, 574474.94342127, -1096444.38539831, 1219158.31995261, 1.31, 1.18, 1.80
04-1-088991, 571216.47276435, -1096875.92913061, 1220300.65858235, 1.10, 1.00, 0.46
04-1-088992, 571600.52813544, -1097940.82335234, 1219162.64077098, 1.99, 1.77, 0.92
04-1-088995, 568701.66755843, -1099907.40666824, 1218745.61335523, 1.20, 0.96, 1.53
04-1-088996, 568032.53991326, -1097767.80647836, 1220984.69960085, 1.21, 1.09, 1.42
04-1-088999, 569103.09959858, -1096178.02575470, 1221914.13686879, 1.26, 1.07, 0.95
04-1-089003, 547177.03218679, -1110053.62675815, 1219400.26290318, 1.21, 1.08, 1.55
04-1-089004, 547827.12775244, -1113675.17375504, 1215800.89054919, 1.40, 1.27, 0.96
04-1-089005, 538541.11403448, -1117707.51640962, 1216249.20812140, 1.34, 1.14, 2.41
04-1-089006, 534008.74306318, -1125329.36895014, 1211208.99670964, 1.17, 1.06, 1.47
04-1-089008, 524888.99046815, -1125115.34602039, 1215387.08477371, 1.30, 1.21, 1.82
04-1-089009, 540077.79273328, -1123503.19131465, 1210212.92213484, 5.58, 5.47, 0.44
04-1-089017, 540434.64027560, -1103651.87074218, 1228186.34897050, 1.27, 1.11, 1.57
04-1-089018, 539189.63419040, -1103888.45610339, 1228520.88906265, 1.12, 1.00, 1.96
04-1-089026, 504613.49714691, -1120252.63651009, 1228396.51940624, 1.06, 0.99, 1.57
04-1-089028, 517537.34071037, -1129201.76704309, 1214749.86325465, 1.11, 1.00, 1.07
04-1-089029, 511603.44127764, -1139699.02751691, 1207438.11665438, 1.27, 1.10, 1.43
04-1-089031, 496719.18575834, -1144998.12970447, 1208638.94256012, 2.30, 2.10, 1.39
04-1-089036, 474550.74332258, -1145327.58875336, 1217203.79002548, 1.12, 1.04, 1.77
04-1-089043, 427411.45850704, -1171312.85440939, 1209919.17177645, 1.38, 1.32, 1.60
04-1-089044, 423143.86473366, -1172885.99337051, 1209895.23360229, 1.73, 1.66, 2.14
04-1-089045, 419694.21491800, -1172805.42001338, 1211174.21238714, 1.67, 1.49, 1.05
04-1-089046, 419184.41225985, -1174416.76807542, 1209788.59449974, 1.61, 1.45, 1.78
04-1-089047, 417063.64983143, -1173388.94511787, 1211517.66617927, 1.89, 1.27, 2.45
04-1-089048, 413696.40677180, -1169410.03233767, 1216509.02967964, 1.09, 1.00, 1.36
04-1-089053, 390312.42933260, -1165574.32893564, 1227864.58994253, 1.59, 1.54, 1.73
04-1-089058, 358358.77607087, -1180757.04231480, 1223090.57499312, 1.58, 1.38, 1.54
04-1-089059, 363793.00649251, -1184734.53024778, 1217627.81721908, 1.23, 1.09, 1.47
04-1-089060, 363987.39858390, -1195622.44497062, 1206879.82117301, 1.25, 1.19, 1.65
04-1-089062, 356401.77186686, -1184717.90138759, 1219827.86947255, 1.21, 1.14, 1.35
04-1-089064, 350750.89458682, -1189449.57767651, 1216857.53977683, 1.07, 0.95, 1.70
04-1-089065, 345564.71196866, -1181968.88771002, 1225599.17523127, 1.18, 1.07, 1.61
04-1-089066, 340499.27322712, -1195252.80961235, 1214079.78570009, 1.04, 0.97, 2.23
04-1-089070, 330210.20524104, -1197351.21427426, 1214853.92127228, 1.29, 1.11, 1.51
04-1-089073, 306511.05060739, -1199341.80271581, 1219093.50589442, 2.89, 2.55, 1.30
04-1-089074, 302744.45579272, -1192146.35726514, 1227066.26444794, 4.89, 4.17, 0.58
04-1-089077, 296534.30797510, -1200665.57583668, 1220257.48889098, 1.13, 1.00, 1.31
04-1-089079, 292953.61267382, -1205767.44072170, 1216084.62687298, 1.78, 1.53, 1.07
04-1-089080, 289726.50876659, -1201162.63693794, 1221403.13972996, 2.24, 1.93, 1.82
04-1-089089, 288433.50627404, -1195618.94742500, 1227134.95794750, 1.16, 1.05, 1.50
04-1-089099, 266485.05860858, -1211337.88770485, 1216636.75571188, 1.54, 1.35, 1.46
04-1-089103, 259608.92452651, -1212619.49158652, 1216846.71792738, 1.31, 1.16, 2.16
04-1-089108, 257733.20851074, -1205605.43874574, 1224192.74597485, 1.26, 1.17, 1.77
04-1-089109, 255185.09142539, -1204582.64757190, 1225732.42360757, 1.52, 1.27, 1.32
04-1-089110, 252951.43768199, -1209966.23445467, 1220883.30386413, 3.51, 3.07, 1.94
04-1-089114, 252013.97756662, -1222515.86042762, 1208512.59245155, 1.15, 1.05, 1.71
04-1-089115, 252609.37531575, -1223675.93063308, 1207213.51893186, 1.81, 1.35, 2.17
04-1-089118, 239979.06963460, -1224427.79111722, 1209026.62934988, 1.71, 1.38, 1.97
04-1-089119, 241160.83526064, -1221980.38179304, 1211265.51921919, 1.61, 1.44, 1.90
04-1-089120, 237190.19701842, -1225948.62953346, 1208035.40021946, 1.51, 1.29, 1.99
04-1-089122, 233119.32160243, -1227640.98718495, 1207108.83870477, 1.95, 1.81, 1.24
04-1-089124, 234244.50806550, -1222965.50589491, 1211628.50817912, 1.19, 1.05, 1.87
04-1-089125, 234822.58054820, -1221367.89433542, 1213127.19133294, 1.24, 0.99, 1.57
04-1-089127, 242247.80531575, -1220868.44784192, 1212169.54007423, 1.15, 0.92, 1.81
04-1-089130, 253082.82122784, -1208383.38974482, 1222422.77015285, 1.23, 1.15, 1.22
04-1-089131, 255268.62828810, -1211126.92633190, 1219249.05401881, 1.05, 0.96, 1.60
04-1-089132, 251426.43147133, -1207721.90123255, 1223417.88397948, 2.43, 2.18, 1.60
04-1-089134, 249413.89899918, -1205327.59287031, 1226187.93863399, 1.57, 1.35, 1.47
04-1-089139, 238262.59746103, -1207849.67573161, 1225923.67441295, 1.65, 1.38, 1.39
04-1-089140, 233530.54452597, -1208843.23874549, 1225854.91348394, 1.92, 1.91, 3.02
04-1-089141, 233026.51981664, -1219370.79916663, 1215480.25701855, 1.09, 0.95, 1.33
04-2-014359, 311276.99940638, -1383496.56974241, 1003794.11791041, 1.30, 1.04, 2.06
04-2-014364, 275081.58195101, -1386215.75031891, 1010591.30059540, 1.20, 1.07, 1.64
04-2-014374, 271897.33323155, -1384337.53215796, 1014021.79327685, 1.30, 1.12, 1.67
04-2-014376, 260672.69635886, -1385801.33085021, 1014969.54475826, 1.14, 1.02, 1.63
04-2-014380, 253409.64507155, -1381807.18304448, 1022228.55598510, 1.18, 0.98, 1.60
04-2-014382, 251971.13712832, -1385820.15488252, 1017139.02902978, 1.69, 1.56, 1.28
04-2-014498, 313527.47248512, -1347410.57416197, 1051068.04186675, 2.67, 2.42, 1.86
04-2-014743, 260405.75623410, -1335191.96130662, 1080745.12655960, 1.33, 1.16, 1.06
04-2-014848, 243579.04318885, -1328855.88715955, 1092414.77511091, 1.05, 0.96, 1.62
04-2-014855, 305354.17553483, -1304751.91088018, 1105866.19377661, 1.12, 0.92, 1.53
04-2-015146, 844770.35133068, -1024751.94172346, 1120180.91014204, 1.05, 0.95, 1.59
04-2-015160, 691408.92742262, -1125409.00111710, 1128701.48191845, 1.19, 0.96, 1.45
04-2-015177, 594611.34448354, -1186376.87256960, 1121385.76112034, 1.15, 1.00, 0.90
04-2-015201, 365415.61776696, -1270755.54445181, 1127036.17179617, 2.13, 1.94, 2.67
04-2-015208, 300958.43220515, -1287995.41660239, 1126521.45514227, 2.56, 2.10, 1.47
04-2-015217, 273898.25262549, -1293139.39936608, 1127532.26162972, 1.18, 1.04, 1.58
04-2-015289, 234297.57132150, -1291305.94382394, 1138504.44334566, 2.38, 2.16, 1.40
04-2-015291, 231485.78129645, -1274795.74234055, 1157527.06593322, 1.24, 1.08, 1.61
04-2-015316, 306938.35788287, -1276919.28248296, 1137464.17547252, 1.07, 1.00, 2.26
04-2-015342, 667773.17440241, -1135057.76841481, 1133261.49229104, 1.13, 0.95, 1.77
04-2-015586, 345584.34445916, -1232262.00096022, 1175015.14111702, 1.08, 0.99, 1.70
04-2-015592, 339207.17224228, -1244111.93606716, 1164337.89976734, 4.50, 3.18, 1.68
04-2-015597, 311551.36339868, -1254600.37960448, 1160806.78644671, 1.08, 0.92, 1.61
04-2-015602, 296991.90852838, -1257834.97701248, 1161122.61922361, 1.29, 1.10, 1.43
04-2-015604, 284138.38114982, -1258159.05732620, 1163984.50454703, 1.18, 1.13, 0.86
04-2-015608, 261685.59132893, -1254368.07308356, 1173303.09320289, 1.15, 0.91, 1.27
04-2-015611, 262558.42575743, -1258661.81546756, 1168500.00742305, 1.15, 1.02, 0.01
04-2-015614, 254062.50455691, -1255936.34522326, 1173300.85678206, 1.42, 1.38, 0.67
04-2-015621, 225143.03346452, -1262796.82411359, 1171841.94987679, 1.46, 1.34, 1.40
04-2-015707, 275452.99291468, -1226572.77537335, 1199251.28117807, 1.96, 1.60, 1.38
04-2-016022, 584373.93770761, -1095171.08738709, 1215592.92128553, 7.29, 6.65, 1.50
04-2-016023, 572916.61665588, -1098221.58700095, 1218291.69586134, 1.22, 1.09, 1.94
04-2-016065, 475150.53470569, -1154975.21516919, 1207817.44552469, 1.12, 0.93, 1.61
04-2-016081, 367805.50547456, -1183506.10757058, 1217617.00196972, 1.14, 1.04, 1.57
04-2-016100, 295603.24011331, -1198603.07462487, 1222508.95863152, 2.39, 2.09, 1.38
04-2-016101, 302480.61367383, -1211381.92537366, 1208146.54294481, 1.55, 1.29, 1.39
04-2-016107, 265414.07685252, -1220265.92818058, 1207917.70925428, 1.52, 1.26, 1.57
04-2-016112, 268431.84397363, -1208521.75789008, 1219007.08195121, 1.08, 0.95, 1.75
